segment,mean,median,mode,std_dev,variance,min,max,range,max_slope,min_slope,mean_slope,AUC,skewness,kurtosis,rise_time (s),fall_time (s),asymmetry (AUC half2 - half1),force,subdata_id,segment_type,cycle_duration
segment_3,-0.0165909418837678,-0.56,-0.48,1.4380682128703473,2.0680401848681145,-1.6,3.12,4.720000000000001,0.2816833667335137,-0.2816833667335137,8.899583363728709e-19,-0.0134714485483997,1.05469684161843,-0.4060055863984799,0.7283527054108216,0.2756472945891781,0.9343710651764444,10,subdata_14,cycle,1.0039999999999998
segment_4,-0.0083366733466938,-0.56,-0.4,1.437080312765173,2.065199825337248,-1.6,3.12,4.720000000000001,0.3193587174348518,-0.2794388777555576,-8.899583363728709e-19,-0.0051263794121314,1.0524858454781123,-0.4148634727416254,0.7245450901803605,0.2714549098196395,0.9331162525451704,10,subdata_14,cycle,0.996
segment_5,-0.010232304609218,-0.56,-0.4,1.4441764352014184,2.0856455759910766,-1.6,3.2,4.800000000000001,0.3206412825650413,-0.2805611222445355,-8.899583363728709e-19,-0.0070463974040265,1.063952011158405,-0.380136261560636,0.7294589178356721,0.2705410821643284,0.9388762294127336,10,subdata_14,cycle,1.0000000000000004
segment_6,-0.0064128256513009,-0.56,-0.4,1.4383686434944754,2.068904354588137,-1.6,3.12,4.720000000000001,0.3193587174348875,-0.2794388777554644,-8.899583363728709e-19,-0.003206387122942,1.0495545010152567,-0.4223901069038747,0.7245450901803601,0.2714549098196395,0.940156224272192,10,subdata_14,cycle,0.9959999999999996
segment_7,-0.0184993987975951,-0.56,-0.4,1.437943890253645,2.0676826315177865,-1.6,3.12,4.720000000000001,0.3219238476952664,-0.2414428857716098,-1.7799166727457418e-18,-0.0153913791510878,1.0609543350488435,-0.3820637916544629,0.7283527054108214,0.275647294589179,0.9382109263818224,10,subdata_14,cycle,1.0040000000000004
segment_8,-0.0006412825651287,-0.56,-0.48,1.4429789054244402,2.0821881214999154,-1.6,3.2,4.800000000000001,0.3193587174348875,-0.2794388777555265,0.0,0.0025535897446207,1.0537115904246914,-0.4007569998225819,0.7285370741482957,0.2674629258517038,0.9395162268424626,10,subdata_14,cycle,0.9959999999999996
segment_10,-4.770114949899803,-1.4945090180360634,-10.24,5.098030939424712,25.989919459331613,-10.24,3.12,13.36,0.642885771543291,-5.939879759517496,-0.017314629258517,-10.298470833450471,-0.0449035058848947,-1.7885740956617469,0.7272144288577156,1.4327855711422846,-10.044105397167083,10,subdata_14,end,2.16
segment_1,0.0476790380761523,-0.5594388777555116,-0.4,1.436569421999975,2.0637317042253422,-1.6,3.12,4.720000000000001,0.3090981963927937,-0.2704609218436868,-0.0003206412825651,0.0489911349753615,1.035017356171003,-0.5052832882503839,0.7012665330661322,0.2627334669338678,0.9129930678190048,10,subdata_15,start,0.964
segment_2,-0.0127871743486973,-0.56,-0.56,1.44732865347647,2.094760231174012,-1.6,3.2,4.800000000000001,0.3206412825651479,-0.2805611222444735,-8.899583363728709e-19,-0.0096063871229433,1.0694152820127385,-0.3655688583653598,0.7334669338677355,0.2665330661322644,0.9430161324653314,10,subdata_15,cycle,1.0
segment_3,-0.0064000000000007,-0.56,-0.4,1.4402157783579268,2.074221488231129,-1.6,3.12,4.720000000000001,0.3206412825651481,-0.240480961923861,8.899583363728709e-19,-0.0032064128256522,1.0566173919930686,-0.4025097737222487,0.7294589178356712,0.2705410821643288,0.941436219131649,10,subdata_15,cycle,1.0
segment_4,-0.017545170340682,-0.56,-0.4,1.4437107063341716,2.084300603583913,-1.6,3.12,4.720000000000001,0.3219238476953732,-0.2816833667334514,8.899583363728709e-19,-0.0144314138497445,1.059296547930421,-0.3911438390952231,0.7243286573146293,0.2796713426853707,0.936610984212914,10,subdata_15,cycle,1.004
segment_5,-0.006092184368737,-0.56,-0.48,1.4450825798350488,2.08826366254272,-1.6,3.12,4.720000000000001,0.3193587174350296,-0.2794388777555265,-8.899583363728709e-19,-0.0028863884080785,1.0419062500520162,-0.4400347498161818,0.724545090180361,0.2714549098196395,0.941116220416786,10,subdata_15,cycle,0.9960000000000004
segment_6,-0.0127871743486965,-0.56,-0.4,1.4402904606984357,2.0744366111789123,-1.6,3.12,4.720000000000001,0.3206412825652345,-0.2805611222445979,-8.899583363728709e-19,-0.0096063871229423,1.051612094327533,-0.4112942843384584,0.7294589178356716,0.2705410821643284,0.9407761414612792,10,subdata_15,cycle,1.0
segment_7,-0.0054509018036056,-0.56,-0.4,1.44179836536214,2.078782526360939,-1.6,3.12,4.720000000000001,0.2794388777556067,-0.2794388777555265,-1.7799166727457418e-18,-0.0022463909783481,1.0504980608554626,-0.4178026403713866,0.7285370741482966,0.2674629258517029,0.9417562178465152,10,subdata_15,cycle,0.9959999999999996
segment_8,-0.0121378757515029,-0.56,-0.4,1.4430117858479772,2.082283014096168,-1.6,3.12,4.720000000000001,0.3219238476954085,-0.2816833667334205,0.0,-0.0089916104754598,1.0530227937233203,-0.4027450982434319,0.7323767535070145,0.2716232464929859,0.9458906487925756,10,subdata_15,cycle,1.0040000000000004
segment_10,-5.081884408817636,-1.68,-10.24,5.19906884127417,27.03031681630794,-10.24,3.12,13.36,0.5667334669339312,-8.302685370740965,-0.017314629258517,-10.26201373327818,0.1022331762388013,-1.8041258047437807,0.724609218436874,1.2953907815631265,-10.21695931502283,10,subdata_15,end,2.0200000000000005
segment_1,-0.1127474148296593,-0.4,-0.4,2.889863072866405,8.351308579916862,-10.24,3.12,13.36,3.4531462925851963,-0.1741082164328775,0.017314629258517,-0.0732033750868471,-2.2337467743046027,5.867606380052093,0.4570340681362725,0.2669659318637274,1.1361900953008224,10,subdata_16,start,0.724
segment_2,-0.0124678156312625,-0.56,-0.4,1.4422471827237733,2.080076936074661,-1.6,3.12,4.720000000000001,0.3206412825651128,-0.2805611222445046,1.7799166727457418e-18,-0.0092863884080787,1.0519607794652044,-0.4146726702374956,0.7294589178356714,0.2705410821643286,0.9353562435492228,10,subdata_16,cycle,1.0
segment_3,-0.0016032064128247,-0.56,-0.4,1.4394609071268922,2.072047703146575,-1.6,3.12,4.720000000000001,0.2794388777555576,-0.2794388777554955,-8.899583363728709e-19,0.001593593600026,1.0439778213137476,-0.4365133886664183,0.7285370741482968,0.2674629258517034,0.9385562306978694,10,subdata_16,cycle,0.9960000000000002
segment_4,-0.0099129458917825,-0.56,-0.4,1.44513742726436,2.088422183680253,-1.6,3.12,4.720000000000001,0.3206412825651479,-0.240480961923861,-8.899583363728709e-19,-0.006726398689161,1.0487790140484878,-0.428778123312735,0.7294589178356712,0.2705410821643288,0.9436762101357026,10,subdata_16,cycle,1.0
segment_5,-0.0143839679358717,-0.56,-0.4,1.4385576396040864,2.0694480824632806,-1.6,3.12,4.720000000000001,0.2805611222445798,-0.3206412825651834,-8.899583363728709e-19,-0.0112063806972665,1.054423912815072,-0.3995678742753497,0.7294589178356712,0.2705410821643284,0.9391962281275968,10,subdata_16,cycle,0.9999999999999996
segment_6,-0.0095935871743491,-0.56,-0.56,1.443710415930091,2.084299765065037,-1.6,3.2,4.800000000000001,0.3206412825650413,-0.3206412825651834,8.899583363728709e-19,-0.006406399974298,1.0565184019447016,-0.387776594390528,0.7334669338677351,0.2665330661322649,0.942076216561379,10,subdata_16,cycle,1.0
segment_7,-0.0115097394789585,-0.56,-0.4,1.4405330200371602,2.075135381817381,-1.6,3.12,4.720000000000001,0.3206412825651124,-0.3206412825651834,-8.899583363728709e-19,-0.0083263922634858,1.052710904534406,-0.4126600036178378,0.7294589178356716,0.2705410821643284,0.9369562371235454,10,subdata_16,cycle,1.0
segment_8,-0.0134258917835676,-0.56,-0.4,1.4406400591470565,2.0754437800192336,-1.6,3.12,4.720000000000001,0.2805611222445976,-0.2805611222445355,-8.899583363728709e-19,-0.0102463845526732,1.0484399362168104,-0.42389828484544,0.7294589178356716,0.2705410821643284,0.9363162396938164,10,subdata_16,cycle,1.0
segment_9,-0.0115097394789589,-0.56,-0.48,1.4407748421010065,2.07583214563118,-1.6,3.12,4.720000000000001,0.3206412825651126,-0.2805611222444735,8.899583363728709e-19,-0.008326392263486,1.0551756190317816,-0.4034106891447004,0.7294589178356716,0.2705410821643284,0.9343962474046285,10,subdata_16,cycle,1.0
segment_10,-7.970810741482961,-10.24,-10.24,3.937773530562279,15.506060377996915,-10.24,-0.8,9.44,0.0506613226453165,-4.956472945889464,-0.017314629258517,-10.080299616467409,1.1645469780401243,-0.6348802342458901,0.268505010020041,0.99549498997996,-2.8630603835326056,10,subdata_16,end,1.2640000000000011
segment_1,1.7895291382765537,2.24,2.24,1.3627467682185626,1.8570787542901364,-1.6,3.12,4.720000000000001,0.0852905811623252,-0.0731062124248538,-0.0032064128256513,0.5455944469299321,-1.423108172352706,0.9415619265158052,0.0322885771543086,0.2717114228456914,-0.2223962281275978,10,subdata_17,start,0.304
segment_2,-0.0038476953907814,-0.56,-0.4,1.4412827248445632,2.077295892935369,-1.6,3.12,4.720000000000001,0.2794388777555265,-0.2794388777554955,8.899583363728709e-19,-0.0006463974040264,1.0485403946136462,-0.425934064919045,0.7245450901803605,0.2714549098196395,0.9356762422640872,10,subdata_17,cycle,0.996
segment_3,-0.0121484569138276,-0.56,-0.4,1.4413100307888256,2.0773746048524853,-1.6,3.12,4.720000000000001,0.3206412825651481,-0.2805611222445046,8.899583363728709e-19,-0.0089663896932142,1.067571109071734,-0.3869238839816682,0.7334669338677353,0.2665330661322644,0.9343962474046286,10,subdata_17,cycle,0.9999999999999998
segment_4,-0.0048032064128261,-0.56,-0.56,1.438780596085768,2.0700896036729177,-1.6,3.12,4.720000000000001,0.2805611222445048,-0.2805611222445044,-8.899583363728709e-19,-0.0016064192513287,1.0505980297965682,-0.4155891292633242,0.7294589178356712,0.2705410821643288,0.939836225557327,10,subdata_17,cycle,1.0
segment_5,-0.0111903807615221,-0.56,-0.4,1.4451156671071386,2.08835929131851,-1.6,3.12,4.720000000000001,0.3206412825651126,-0.2805611222445355,-1.7799166727457418e-18,-0.0080063935486195,1.054636028459962,-0.409199784420418,0.7294589178356716,0.2705410821643284,0.9414161388910096,10,subdata_17,cycle,1.0
segment_6,-0.004168336673347,-0.56,-0.4,1.4417942124869414,2.078770551160839,-1.6,3.12,4.720000000000001,0.2794388777556511,-0.2794388777555264,-8.899583363728709e-19,-0.0009663961188914,1.06037441842752,-0.4046852864165773,0.7285370741482966,0.2674629258517038,0.9359962409789524,10,subdata_17,cycle,0.9960000000000004
segment_7,-0.0172270941883754,-0.56,-0.4,1.4426022140959358,2.081101148114496,-1.6,3.12,4.720000000000001,0.32192384769547,-0.281683366733358,-1.7799166727457418e-18,-0.0141114254159609,1.062827563060059,-0.3837375098290687,0.7323767535070136,0.2716232464929859,0.9420507875871988,10,subdata_17,cycle,1.0039999999999996
segment_8,-0.0060921843687375,-0.56,-0.4,1.4395979090643929,2.072442139782572,-1.6,3.12,4.720000000000001,0.2794388777555265,-0.2794388777554644,-8.899583363728709e-19,-0.0028863884080789,1.0586104740061653,-0.4095623831039376,0.7285370741482966,0.2674629258517038,0.9366362384086816,10,subdata_17,cycle,0.9960000000000004
segment_9,-0.0105516633266526,-0.56,-0.48,1.4375843033946345,2.0666486293666364,-1.6,3.12,4.720000000000001,0.3206412825651126,-0.2805611222444735,-1.7799166727457418e-18,-0.0073663961188902,1.0608788056042588,-0.3932010407194108,0.7294589178356716,0.2705410821643284,0.9366362384086812,10,subdata_17,cycle,1.0
segment_10,-6.634690821643289,-10.24,-10.24,4.5764702089366605,20.944079573284764,-10.24,-0.32,9.92,0.0676553106212627,-5.186212424851109,-0.017314629258517,-11.201775738410696,0.48835843676774,-1.7500641425613797,0.6224288577154304,1.0655711422845702,-6.08334426158931,10,subdata_17,end,1.6880000000000006
segment_1,0.1872134669338677,-0.48,-0.4,1.4307047939178814,2.046916207339608,-1.6,3.12,4.720000000000001,0.2808817635270519,-0.2457715430861704,-0.0009619238476953,0.1667151473287256,0.957501152286072,-0.7271534853963098,0.6091623246492985,0.2668376753507014,0.8290872573202517,10,subdata_18,start,0.876
segment_2,-0.0028056112224448,-0.56,-0.4,1.4405161321318198,2.075086726932019,-1.68,3.12,4.8,0.2794388777555265,-0.3193587174348519,-0.0001603206412825,0.0004734380986422,1.0437618153273494,-0.4248314927296079,0.7285370741482965,0.2674629258517034,0.943196052064048,10,subdata_18,cycle,0.996
segment_3,-0.0159012424849705,-0.56,-0.4,1.4425423959279773,2.080928564049629,-1.68,3.12,4.8,0.3206412825651479,-0.2805611222445045,0.0001603206412825,-0.0126465355560828,1.0547733640316457,-0.4008590790513899,0.7334669338677355,0.2665330661322644,0.9457563624242468,10,subdata_18,cycle,1.0
segment_4,-0.0086355110220447,-0.56,-0.4,1.439327179793374,2.071662730491948,-1.6,3.12,4.720000000000001,0.3206412825651479,-0.2805611222445045,-8.899583363728709e-19,-0.0054464038297042,1.062397036672034,-0.3839738171550193,0.7294589178356712,0.2705410821643288,0.9411162204167852,10,subdata_18,cycle,1.0
segment_5,-0.0099129458917829,-0.56,-0.56,1.437477738294141,2.0663422480912392,-1.6,3.12,4.720000000000001,0.280561122244598,-0.2805611222445355,-8.899583363728709e-19,-0.0067263986891611,1.0628773920648218,-0.3904714249601624,0.7334669338677351,0.2665330661322649,0.939836225557328,10,subdata_18,cycle,1.0
segment_6,-0.0175451703406812,-0.56,-0.4,1.4372704830655203,2.065746441491394,-1.6,3.12,4.720000000000001,0.2816833667335449,-0.2816833667334824,-8.899583363728709e-19,-0.0144314138497434,1.0629998433676466,-0.383169068405131,0.7323767535070145,0.2716232464929859,0.9353310304777898,10,subdata_18,cycle,1.0040000000000004
segment_7,-0.0060921843687357,-0.56,-0.48,1.4338350438799097,2.055882933058102,-1.6,3.12,4.720000000000001,0.3193587174349586,-0.2794388777554645,-8.899583363728709e-19,-0.0028863884080773,1.05452195176123,-0.4005796920267941,0.7285370741482957,0.2674629258517038,0.9321562564005768,10,subdata_18,cycle,0.9959999999999996
segment_8,-0.0092742284569132,-0.56,-0.4,1.4372781200406382,2.065768394347552,-1.6,3.12,4.720000000000001,0.3206412825652545,-0.2805611222445355,-8.899583363728709e-19,-0.0060864012594319,1.0595099564255055,-0.3999934181611952,0.7334669338677351,0.2665330661322649,0.936636238408682,10,subdata_18,cycle,1.0
segment_10,-5.140145571142281,-1.6,-10.24,5.168671486555292,26.715164935929693,-10.24,3.12,13.36,0.6536272545087827,-5.167134268535493,-0.017314629258517,-10.852686739731968,0.1156835778010295,-1.797788598881727,0.7322164328657319,1.3797835671342682,-10.668949923895887,10,subdata_18,end,2.112
segment_1,-1.3884453707414828,-0.32,-10.24,4.956430353781016,24.566201851881807,-10.24,3.12,13.36,2.640480961923859,-0.1515030060120323,0.017314629258517,-0.7448566134272555,-1.0634274095324956,-0.5488031736234396,0.2727054108216433,0.2672945891783567,1.751459153979301,10,subdata_19,start,0.54
segment_2,-0.0124678156312623,-0.56,-0.4,1.438232419104504,2.0685124913631934,-1.6,3.12,4.720000000000001,0.2805611222445048,-0.2805611222444734,0.0,-0.0092863884080786,1.0656365478651084,-0.382222079187938,0.7294589178356712,0.2705410821643288,0.9353562435492226,10,subdata_19,cycle,1.0
segment_3,-0.0105516633266529,-0.56,-0.4,1.4355160442767398,2.0607063133759387,-1.6,3.12,4.720000000000001,0.3206412825651479,-0.2805611222445044,-8.899583363728709e-19,-0.0073663961188906,1.063306616535956,-0.3873491622503819,0.7334669338677355,0.2665330661322644,0.9340762486897644,10,subdata_19,cycle,1.0
segment_4,-0.0121484569138272,-0.56,-0.4,1.4354309944763457,2.06046213990335,-1.6,3.12,4.720000000000001,0.3206412825651479,-0.2805611222445046,0.0,-0.0089663896932137,1.0640918099231798,-0.3834685111586862,0.7334669338677355,0.2665330661322644,0.9299162653965248,10,subdata_19,cycle,1.0
segment_5,-0.0095935871743486,-0.56,-0.4,1.4380749575882603,2.0680595836424773,-1.6,3.12,4.720000000000001,0.2805611222445979,-0.2805611222445979,1.7799166727457418e-18,-0.0064063999742974,1.0605370997012082,-0.3989341320524677,0.7294589178356716,0.2705410821643284,0.935036244834358,10,subdata_19,cycle,1.0
segment_6,-0.0105516633266531,-0.56,-0.4,1.4371071501342243,2.065276960966912,-1.6,3.12,4.720000000000001,0.3206412825650413,-0.2805611222445979,-8.899583363728709e-19,-0.007366396118891,1.0623187722555725,-0.3901870241732621,0.7294589178356716,0.2705410821643284,0.934076248689764,10,subdata_19,cycle,1.0
segment_7,-0.010551663326653,-0.56,-0.4,1.4381624669028863,2.068311281208196,-1.6,3.12,4.720000000000001,0.3206412825650413,-0.2805611222444735,-8.899583363728709e-19,-0.0073663961188911,1.0528724087979004,-0.4107142487238353,0.7294589178356716,0.2705410821643284,0.9334362512600348,10,subdata_19,cycle,1.0
segment_8,-0.0067334669338665,-0.56,-0.4,1.437039416899394,2.06508228572255,-1.6,3.12,4.720000000000001,0.2794388777556509,-0.2794388777555264,-8.899583363728709e-19,-0.0035263858378071,1.055083011727303,-0.4053934166785446,0.7285370741482957,0.2674629258517038,0.9385562306978686,10,subdata_19,cycle,0.9959999999999996
segment_9,-0.0143839679358723,-0.56,-0.56,1.4421199562506428,2.079709968216356,-1.6,3.12,4.720000000000001,0.3206412825651128,-0.2805611222443489,-8.899583363728709e-19,-0.0112063806972675,1.0675472779581423,-0.3953064055290358,0.733466933867736,0.2665330661322649,0.9391761478869558,10,subdata_19,cycle,1.0000000000000009
segment_10,-6.501523687374752,-10.24,-10.24,4.585644127662325,21.028132065563973,-10.24,-0.48,9.76,0.0580360721442894,-6.200240480960248,-0.017314629258517,-9.415893766852344,0.416814183141916,-1.816187337361272,0.4962084168336673,0.951791583166333,-5.41162623314766,10,subdata_19,end,1.4480000000000004
segment_1,-1.9855006012024048,0.8649298597194428,-10.24,5.526376829730334,30.540840864180304,-10.24,3.12,13.36,2.46492985971944,-0.1402805611222445,0.017314629258517,-0.9888079164340706,-0.7296303719222581,-1.304254159373827,0.2324649298597194,0.2675350701402805,1.879681125778612,10,subdata_2,start,0.5
segment_2,-0.0219142284569137,-0.56,-0.56,1.456337174044389,2.1209179645035965,-1.6,3.12,4.720000000000001,0.404008016032042,-0.2828056112224295,-8.899583363728709e-19,-0.0189017457761214,1.0467141454272335,-0.4464808416148602,0.7251943887775552,0.2828056112224448,0.953581010839314,10,subdata_2,cycle,1.008
segment_3,-0.0025651302605219,-0.56,-0.4,1.4568557524956205,2.1224286835795807,-1.6,3.12,4.720000000000001,0.399198396793565,-0.2395190380761922,-8.899583363728709e-19,0.000633597455431,1.0288037396359753,-0.4971213099463427,0.7205531062124249,0.2754468937875751,0.9510361805775872,10,subdata_2,cycle,0.996
segment_4,-0.0131065330661331,-0.56,-0.56,1.4519959544730532,2.1082922518061125,-1.6,3.12,4.720000000000001,0.3607214428857914,-0.2805611222445044,-8.899583363728709e-19,-0.0099263858378088,1.0402603992976762,-0.4608358898137941,0.7294589178356712,0.2705410821643288,0.9490961080477578,10,subdata_2,cycle,1.0
segment_5,0.0016032064128268,-0.56,-0.4,1.447107465089587,2.09412001551801,-1.6,3.12,4.720000000000001,0.399198396793609,-0.2794388777554644,-8.899583363728709e-19,0.0047935807486724,1.0396629608595636,-0.4625459029675043,0.7205531062124249,0.2754468937875751,0.9494361870032656,10,subdata_2,cycle,0.996
segment_6,-0.0054419238476946,-0.56,-0.4,1.4490977472409614,2.0998842810588294,-1.6,3.12,4.720000000000001,0.4008016032065422,-0.2805611222445355,-8.899583363728709e-19,-0.0022464166810566,1.0371869630740895,-0.4624144125821718,0.7254509018036073,0.2745490981963927,0.955836161300558,10,subdata_2,cycle,1.0
segment_7,-0.0115017234468921,-0.56,-0.56,1.4506482416678737,2.104380321054093,-1.6,3.12,4.720000000000001,0.4024048096192711,-0.2816833667334824,-8.899583363728709e-19,-0.0083516336078955,1.038900839423876,-0.4561445691118013,0.7243286573146293,0.2796713426853703,0.950370486865516,10,subdata_2,cycle,1.0039999999999996
segment_8,-0.0032064128256508,-0.56,-0.4,1.4538186114666327,2.113588555046768,-1.6,3.12,4.720000000000001,0.3991983967936092,-0.2395190380761656,-8.899583363728709e-19,-6.399974297077726e-06,1.0363530497355304,-0.4739257684277596,0.7205531062124253,0.2754468937875751,0.9516761780073186,10,subdata_2,cycle,0.9960000000000004
segment_9,-0.0038451302605184,-0.56,-0.4,1.4546575805260378,2.116028676581866,-1.6,3.12,4.720000000000001,0.4008016032062129,-0.2404809619239408,-1.7799166727457418e-18,-0.0006464231067319,1.0308318666862155,-0.4877818954265316,0.7254509018036073,0.2745490981963918,0.9583760707788348,10,subdata_2,cycle,0.9999999999999992
segment_10,-6.171125290581168,-10.24,-10.24,4.658548269143793,21.70207197594264,-10.24,-0.4,9.84,0.0594789579158283,-5.836953907818381,-0.017314629258517,-9.158696764751957,0.278630425054217,-1.9108861575217475,0.5680240480961931,0.9159759519038068,-6.037463235248047,10,subdata_2,end,1.484
segment_1,-3.276334108216433,-0.8230861723446834,-10.24,5.707027557057618,32.57016353701504,-10.24,2.24,12.48,1.8007214428857914,-0.0923446893787626,0.017314629258517,-0.9420584200063452,-0.3335042005651579,-1.7861262533732136,0.1160080160320641,0.1719919839679358,1.258221283288019,10,subdata_20,start,0.288
segment_2,-0.0060921843687373,-0.56,-0.4,1.4372851599070493,2.065788630889032,-1.6,3.12,4.720000000000001,0.3193587174348875,-0.2794388777554955,0.0,-0.0028863884080786,1.0576697962616002,-0.4022464010264248,0.7325290581162323,0.2634709418837677,0.9385562306978684,10,subdata_20,cycle,0.996
segment_3,-0.015318637274549,-0.56,-0.4,1.439840579655858,2.073140894823717,-1.6,3.12,4.720000000000001,0.321923847695444,-0.2816833667335449,0.0,-0.0121914948132737,1.0601593107033929,-0.3932255604361234,0.7323767535070138,0.2716232464929859,0.9439707181898868,10,subdata_20,cycle,1.0039999999999998
segment_4,-0.0131065330661322,-0.56,-0.56,1.4410809827487363,2.076714398840064,-1.6,3.12,4.720000000000001,0.3206412825651479,-0.2805611222444736,0.0,-0.0099263858378078,1.0557679389008876,-0.4089343770406404,0.7294589178356712,0.2705410821643288,0.9366362384086812,10,subdata_20,cycle,1.0
segment_5,-0.0092742284569139,-0.56,-0.4,1.4422797767027955,2.0801709542858657,-1.6,3.12,4.720000000000001,0.2805611222445044,-0.2805611222445979,-8.899583363728709e-19,-0.0060864012594331,1.0537031169716256,-0.4081160380973347,0.7294589178356712,0.2705410821643292,0.9379162332681396,10,subdata_20,cycle,1.0000000000000004
segment_6,-0.007054108216432,-0.56,-0.4,1.4407806409561432,2.075848855353995,-1.6,3.12,4.720000000000001,0.3193587174348165,-0.2794388777555264,-8.899583363728709e-19,-0.0038463845526718,1.0552947943576212,-0.4085561532694477,0.7285370741482966,0.2674629258517029,0.9395162268424626,10,subdata_20,cycle,0.9959999999999996
segment_7,-0.007996793587174,-0.56,-0.4,1.4432000579165778,2.082826407170413,-1.6,3.2,4.800000000000001,0.3206412825650413,-0.2404809619238898,0.0,-0.0048064063999743,1.0737183484567625,-0.3647703097994617,0.7334669338677351,0.2665330661322649,0.9410961401761444,10,subdata_20,cycle,1.0
segment_8,-8.526512829121202e-16,-0.56,-0.4,1.4417568619928316,2.078662849103417,-1.6,3.12,4.720000000000001,0.3193587174348873,-0.2395190380762721,-8.899583363728709e-19,0.0031935871743478,1.0513066696636195,-0.4257421528927807,0.7325290581162331,0.2634709418837673,0.9484761908586712,10,subdata_20,cycle,0.9960000000000004
segment_9,-0.0184993987975939,-0.56,-0.56,1.4395456011160124,2.072291537692461,-1.6,3.12,4.720000000000001,0.2816833667335441,-0.2816833667335442,-8.899583363728709e-19,-0.0153913791510867,1.0645053012668655,-0.3843051328419609,0.7364008016032066,0.2675991983967929,0.9433307413223242,10,subdata_20,cycle,1.0039999999999996
segment_10,-5.41630012024048,-10.24,-10.24,5.06032193468647,25.606858082669017,-10.24,3.12,13.36,0.4769539078156797,-9.287855711423695,-0.017314629258517,-9.20599419279442,0.1706351026861066,-1.796016248165808,0.7290581162324656,0.9709418837675354,-8.20200580720561,10,subdata_20,end,1.700000000000001
segment_1,-2.147302284569138,-0.56,-10.24,4.590965249913024,21.07696192590896,-10.24,3.12,13.36,4.941082164328611,-0.3007615230460777,0.017314629258517,-2.293803175408934,-1.0024390775165155,-0.5505715679567085,0.8099078156312626,0.2620921843687375,3.1945206504391552,10,subdata_21,start,1.072
segment_2,-0.0105516633266532,-0.56,-0.4,1.435995686087913,2.0620836104630964,-1.6,3.12,4.720000000000001,0.2805611222445048,-0.320641282565148,-8.899583363728709e-19,-0.0073663961188911,1.068178182666926,-0.3743894243464498,0.7294589178356712,0.2705410821643288,0.934076248689764,10,subdata_21,cycle,1.0
segment_3,-0.0032064128256505,-0.56,-0.4,1.438110125652373,2.068160733503884,-1.6,3.12,4.720000000000001,0.2805611222445048,-0.2805611222445046,-8.899583363728709e-19,-6.425677004651131e-06,1.064872006763684,-0.3801666242316264,0.7334669338677355,0.2665330661322644,0.936316239693817,10,subdata_21,cycle,1.0
segment_4,-0.0048032064128255,-0.56,-0.4,1.4373404280019724,2.065947505968893,-1.6,3.12,4.720000000000001,0.320641282565077,-0.2805611222445979,1.7799166727457418e-18,-0.0016064192513284,1.0593585814450193,-0.4020870881753184,0.7334669338677355,0.2665330661322644,0.9359962409789516,10,subdata_21,cycle,1.0
segment_5,-0.0105516633266536,-0.56,-0.56,1.4349438175089215,2.0590637594070773,-1.6,3.12,4.720000000000001,0.3206412825652545,-0.2805611222445979,-1.7799166727457418e-18,-0.0073663961188916,1.06491892984388,-0.3798011939931585,0.7294589178356716,0.2705410821643284,0.935356243549222,10,subdata_21,cycle,1.0
segment_6,-0.0166194789579162,-0.56,-0.4,1.4332503765199134,2.0542066417944733,-1.6,3.12,4.720000000000001,0.280561122244598,-0.2805611222445979,-8.899583363728709e-19,-0.0134463717013191,1.0673773783071463,-0.3754121333333162,0.7334669338677351,0.2665330661322649,0.9311962602559822,10,subdata_21,cycle,1.0
segment_7,-0.0111903807615233,-0.56,-0.48,1.4348967128598482,2.058928576575997,-1.6,3.12,4.720000000000001,0.3206412825651126,-0.2805611222445979,-8.899583363728709e-19,-0.0080063935486209,1.0662942040472962,-0.3860397789224872,0.7334669338677351,0.2665330661322649,0.9315162589708468,10,subdata_21,cycle,1.0
segment_8,-0.0057715430861734,-0.56,-0.4,1.4403837643316613,2.0747053885502464,-1.6,3.12,4.720000000000001,0.3193587174348873,-0.2794388777555264,-8.899583363728709e-19,-0.0025663896932154,1.0645160245969476,-0.3960057559988104,0.7285370741482966,0.2674629258517038,0.9388762294127322,10,subdata_21,cycle,0.9960000000000004
segment_10,-4.109487134268538,-1.28,-10.24,5.016490463510471,25.165176570491504,-10.24,3.12,13.36,0.5375551102205613,-7.073026052104777,-0.017314629258517,-7.866825560379277,-0.2903875530542278,-1.668150887402529,0.7295390781563125,1.186460921843688,-7.964831413849746,10,subdata_21,end,1.9160000000000004
segment_1,1.16760496993988,2.0,2.32,1.4090293594970609,1.9853637359246967,-1.6,2.32,3.92,0.2092184368737483,-0.0505010020040108,-0.0032064128256513,0.2108786518929643,-0.9984953830131764,-0.6244322618904175,0.0122645290581162,0.1677354709418837,-0.1462376006522062,10,subdata_22,start,0.18
segment_2,-0.0067193587174351,-0.56,-0.4,1.4361506688317638,2.0625287435859225,-1.6,3.12,4.720000000000001,0.3206412825651126,-0.2805611222444735,8.899583363728709e-19,-0.0035264115405161,1.0592739237229185,-0.3969548480985607,0.7254509018036073,0.2745490981963927,0.9295962666816596,10,subdata_22,cycle,1.0
