segment,mean,median,mode,std_dev,variance,min,max,range,max_slope,min_slope,mean_slope,AUC,skewness,kurtosis,rise_time (s),fall_time (s),asymmetry (AUC half2 - half1),force,subdata_id,segment_type,cycle_duration
segment_3,-0.0083161523046084,-0.48,-0.32,1.4060001019881134,1.976836286790585,-1.6,3.12,4.720000000000001,0.400801603206435,-0.2404809619238611,-1.7799166727457418e-18,-0.0051264051148382,1.0328787957420296,-0.4010396384310986,0.7214428857715429,0.2785571142284571,0.913916329653295,5,subdata_12,cycle,1.0
segment_4,0.0032872144288587,-0.48,-0.32,1.405098117661873,1.9743007202569387,-1.68,3.12,4.8,0.3975951903807835,-0.2783166332664863,-0.0001603206412825,0.0065277321777829,1.0193343381047144,-0.4184203435706455,0.721635270541082,0.270364729458918,0.9249308704784324,5,subdata_12,cycle,0.992
segment_5,-0.0146039278557112,-0.5198396793586837,-0.32,1.409310624934825,1.9861564375541871,-1.68,3.12,4.8,0.4024048096193384,-0.281683366733358,0.0001603206412825,-0.0113920075822988,1.0243571352469132,-0.399924558702371,0.7283527054108214,0.2756472945891781,0.9297317167400933,5,subdata_12,cycle,1.0039999999999996
segment_6,-0.0175451703406826,-0.5248096192384767,-0.48,1.4113821435534526,1.9919995551415388,-1.6,3.12,4.720000000000001,0.4426452905811866,-0.24144288577161,8.899583363728709e-19,-0.0144314138497448,1.0403843487228992,-0.3841602391012864,0.7203046092184371,0.2836953907815633,0.9174116781860312,5,subdata_12,cycle,1.0040000000000004
segment_7,-0.0054419238476964,-0.48,-0.32,1.4082362920828508,1.9831294543392564,-1.6,3.12,4.720000000000001,0.4008016032063017,-0.240480961923941,-8.899583363728709e-19,-0.0022464166810584,1.0286405585278962,-0.4074164731138348,0.7174348697394786,0.2825651302605214,0.9161563206573456,5,subdata_12,cycle,1.0
segment_8,-0.0016032064128256,-0.4892184368737492,-0.4,1.4076710901401908,1.9815378980164733,-1.6,3.12,4.720000000000001,0.3991983967935204,-0.2794388777554644,-8.899583363728709e-19,0.0015935936000257,1.02865797610601,-0.4178521695209851,0.7205531062124244,0.2754468937875751,0.9167963180870756,5,subdata_12,cycle,0.9959999999999996
segment_9,-0.0021643286573152,-0.56,-0.32,1.4113189513923157,1.9918211825591057,-1.68,3.12,4.8,0.3991983967936094,-0.2794388777555265,-0.0001603206412825,0.0011134355283701,1.0274757365645866,-0.41527808216685,0.7205531062124244,0.275446893787576,0.9252761240316304,5,subdata_12,cycle,0.9960000000000004
segment_10,-6.595911823647288,-10.24,-10.24,4.556122110918145,20.758248689597217,-10.24,-0.48,9.76,0.0553106212424898,-6.747895791580752,-0.0171543086172344,-9.104116950534335,0.4571746584123203,-1.7810193935016645,0.4701402805611216,0.9098597194388792,-5.027083049465649,5,subdata_12,end,1.3800000000000008
segment_1,-2.7481555110220444,1.1439679358717425,-10.24,5.861241481105098,34.35415169982708,-10.24,3.04,13.28,2.82100200400808,-0.101963927855717,0.017314629258517,-1.1625228223179829,-0.4288632099170502,-1.7129005418237873,0.1605931863727455,0.2634068136272545,1.7538886067124233,5,subdata_13,start,0.424
segment_2,-0.0006412825651301,-0.56,-0.56,1.4793693597161797,2.18853370246706,-1.6,3.2,4.800000000000001,0.4391182364729704,-0.2794388777555265,-8.899583363728709e-19,0.0025535897446194,1.0351642552208242,-0.4853348439422471,0.7205531062124249,0.2754468937875751,0.9631961317424428,5,subdata_13,cycle,0.996
segment_3,-0.0137452505010026,-0.56,-0.48,1.470780044660625,2.16319393977191,-1.6,3.12,4.720000000000001,0.400801603206435,-0.2805611222444424,-8.899583363728709e-19,-0.0105663832675377,1.042684269650897,-0.467308948727938,0.7214428857715429,0.2785571142284571,0.9570960759193732,5,subdata_13,cycle,1.0
segment_4,-0.0121484569138282,-0.56,-0.56,1.4699202442934551,2.1606655245837305,-1.6,3.12,4.720000000000001,0.4408817635270785,-0.2805611222445044,-8.899583363728709e-19,-0.0089663896932147,1.0392403886006756,-0.4766975619921156,0.717434869739479,0.282565130260521,0.9564761587302858,5,subdata_13,cycle,1.0
segment_5,-0.0105516633266526,-0.56,-0.56,1.475063786542829,2.1758131743700697,-1.6,3.12,4.720000000000001,0.4408817635272253,-0.2805611222445979,-8.899583363728709e-19,-0.0073663961188903,1.0350391220398814,-0.4813197682016383,0.7214428857715429,0.2785571142284571,0.9599961445937976,5,subdata_13,cycle,1.0
segment_6,-0.0070541082164327,-0.56,-0.4,1.4716791590588774,2.165839547208245,-1.6,3.12,4.720000000000001,0.4391182364731654,-0.2794388777554644,-8.899583363728709e-19,-0.0038463845526724,1.040627610498606,-0.475732288156768,0.7205531062124253,0.2754468937875751,0.9619161368829848,5,subdata_13,cycle,0.9960000000000004
segment_7,-0.0121484569138272,-0.56,-0.56,1.474789799708752,2.175004953324981,-1.6,3.12,4.720000000000001,0.4008016032063906,-0.2805611222445979,-8.899583363728709e-19,-0.0089663896932133,1.0371918283566772,-0.4792414404467879,0.7214428857715429,0.2785571142284571,0.966076120176224,5,subdata_13,cycle,1.0
segment_8,-0.0070387174348691,-0.56,-0.4,1.4713282038498114,2.164806683443912,-1.6,3.12,4.720000000000001,0.3607214428857517,-0.240480961923941,-1.7799166727457418e-18,-0.0038464102553797,1.032625709141797,-0.4857888740370337,0.7254509018036073,0.2745490981963927,0.9666960373653116,5,subdata_13,cycle,1.0
segment_9,-0.0105516633266504,-0.56,-0.48,1.4701912233730303,2.161462233283088,-1.6,3.12,4.720000000000001,0.4008016032063908,-0.2404809619240476,0.0,-0.0073663961188886,1.0400423738979294,-0.4745125190348167,0.7254509018036073,0.2745490981963918,0.9619161368829854,5,subdata_13,cycle,0.9999999999999992
segment_10,-5.733281282565145,-10.24,-10.24,4.833131240256811,23.35915758554633,-10.24,2.96,13.2,0.6913026052105362,-10.36953907815804,-0.017314629258517,-8.989198327717576,0.1795205248748198,-1.8737725815963235,0.7101563126252497,0.8578436873747499,-7.067121672282427,5,subdata_13,end,1.5679999999999996
segment_1,-1.9373967134268533,-0.48,-10.24,4.717395419750443,22.253819546282458,-10.24,3.12,13.36,4.161923847695425,-0.2468937875751484,0.017314629258517,-1.6978856791739791,-0.9990415942018976,-0.5788450275807988,0.6013627254509017,0.2786372745490982,2.726254214240104,5,subdata_14,start,0.88
segment_2,-0.0108710220440883,-0.56,-0.56,1.473447636624262,2.171047937873623,-1.6,3.12,4.720000000000001,0.4008016032063908,-0.2805611222445046,0.0,-0.0076863948337554,1.0375983471687162,-0.4769298984528398,0.7174348697394789,0.282565130260521,0.9564761587302864,5,subdata_14,cycle,1.0
segment_3,-0.0028857715430868,-0.56,-0.4,1.4721420203416888,2.167202128055709,-1.6,3.12,4.720000000000001,0.399198396793565,-0.2794388777555576,-8.899583363728709e-19,0.0003135987405665,1.033254329267007,-0.4861205306454836,0.7165611222444888,0.2794388777555112,0.9614762986494024,5,subdata_14,cycle,0.996
segment_4,0.0048958717434867,-0.56,-0.48,1.4725804595484655,2.1684932098439704,-1.68,3.12,4.8,0.3975951903807835,-0.2385571142284701,-0.0001603206412825,0.0081267182059502,1.0264994677462087,-0.5058903319750905,0.7256112224448898,0.2663887775551101,0.9716501379512528,5,subdata_14,cycle,0.992
segment_5,-0.0237364328657313,-0.56,-0.4,1.480112489973003,2.1907329829740827,-1.68,3.12,4.8,0.4040080160321313,-0.2828056112224291,0.0001603206412825,-0.0206614071429431,1.0356967471645504,-0.4695331305120174,0.7251943887775556,0.2828056112224448,0.9777403663439108,5,subdata_14,cycle,1.0080000000000005
segment_6,-0.0070387174348688,-0.56,-0.48,1.4720588554298963,2.1669572738495764,-1.6,3.12,4.720000000000001,0.4008016032065682,-0.2805611222444111,-8.899583363728709e-19,-0.0038464102553795,1.0401309740465572,-0.4688063735619061,0.7174348697394786,0.2825651302605214,0.9583760707788322,5,subdata_14,cycle,1.0
segment_7,-0.0063999999999993,-0.56,-0.4,1.46842957733821,2.1562854236016737,-1.6,3.12,4.720000000000001,0.4008016032064794,-0.240480961923941,0.0,-0.0032064128256505,1.0224257178951863,-0.5074147748906728,0.7214428857715429,0.2785571142284571,0.9634960502166658,5,subdata_14,cycle,1.0
segment_8,-0.0102323046092176,-0.56,-0.4,1.4692619289848934,2.15873061596441,-1.6,3.12,4.720000000000001,0.4408817635271274,-0.2805611222444112,-8.899583363728709e-19,-0.0070463974040256,1.0303642337505017,-0.4910005023241464,0.7214428857715429,0.2785571142284571,0.9622361355978492,5,subdata_14,cycle,1.0
segment_9,-0.0108710220440877,-0.56,-0.56,1.4675495655647657,2.153701727389332,-1.6,3.12,4.720000000000001,0.4408817635270299,-0.2805611222447222,-8.899583363728709e-19,-0.0076863948337548,1.0335817346258604,-0.4834386616096613,0.7214428857715429,0.2785571142284571,0.9577561535897448,5,subdata_14,cycle,1.0
segment_10,-7.624611783567128,-10.24,-10.24,4.114252114580358,16.92707046232895,-10.24,-0.8,9.44,0.0444088176352913,-5.240240480964368,-0.017314629258517,-8.451854845884155,0.9425864159828924,-1.1041023153738685,0.2930981963927852,0.8149018036072153,-2.8940651541158524,5,subdata_14,end,1.1080000000000003
segment_1,1.3459847695390776,2.0,-0.4,1.483433026477624,2.200573544044563,-1.6,3.12,4.720000000000001,0.1745891783567139,-0.1111022044088237,-0.0024048096192384,0.5348717121617985,-0.4856814851776526,-1.2711787226213254,0.1245931863727455,0.2714068136272545,0.0495267100132125,5,subdata_15,start,0.396
segment_2,-0.0028870541082164,-0.56,-0.48,1.4633382160012984,2.1413587344098626,-1.6,3.12,4.720000000000001,0.4008016032063906,-0.2805611222445046,-1.7799166727457418e-18,0.0003135730378592,1.030377151825599,-0.4951208027691263,0.7294589178356713,0.2705410821643286,0.9695961060397348,5,subdata_15,cycle,1.0
segment_3,-0.0134101803607218,-0.56,-0.4,1.4609043586017727,2.134241544981657,-1.6,3.04,4.640000000000001,0.4024048096192165,-0.3219238476953732,-8.899583363728709e-19,-0.0102715642105862,1.017814018376758,-0.5268725132468313,0.7243286573146293,0.2796713426853707,0.9657299316870208,5,subdata_15,cycle,1.004
segment_4,-0.0108710220440889,-0.56,-0.4,1.4645517427333268,2.1449118071432243,-1.6,3.12,4.720000000000001,0.4008016032063461,-0.2805611222445044,-8.899583363728709e-19,-0.0076863948337563,1.0315877654458787,-0.4866302328254952,0.7214428857715429,0.2785571142284571,0.9577360733491024,5,subdata_15,cycle,1.0
segment_5,-0.0079967935871743,-0.56,-0.4,1.459173872484278,2.129188390140764,-1.6,3.04,4.640000000000001,0.4008016032064794,-0.240480961923941,-8.899583363728709e-19,-0.0048064063999745,1.0206259893516771,-0.5206001777164349,0.7134268537074155,0.2865731462925849,0.9570960759193742,5,subdata_15,cycle,1.0000000000000004
segment_6,-0.0105516633266527,-0.56,-0.4,1.4623653554865366,2.138512432927264,-1.6,3.12,4.720000000000001,0.4408817635271274,-0.240480961923941,-8.899583363728709e-19,-0.0073663961188903,1.0290611211326404,-0.4974575002112105,0.7254509018036073,0.2745490981963927,0.9561561600154216,5,subdata_15,cycle,1.0
segment_7,-0.0054509018036056,-0.56,-0.48,1.4582873377315313,2.126601959388117,-1.6,3.04,4.640000000000001,0.3991983967935204,-0.2794388777554644,-8.899583363728709e-19,-0.002246390978348,1.0210981469720668,-0.519246321302564,0.7165611222444888,0.2794388777555108,0.9589163089304868,5,subdata_15,cycle,0.9959999999999996
segment_8,-0.0156367134268533,-0.56,-0.4,1.464611302146081,2.145086266374039,-1.6,3.12,4.720000000000001,0.4426452905811868,-0.2816833667335449,8.899583363728709e-19,-0.0125114832470549,1.0335019852486604,-0.4788369156833689,0.7243286573146293,0.2796713426853712,0.961570082047864,5,subdata_15,cycle,1.0040000000000004
segment_9,-0.0054509018036052,-0.56,-0.56,1.4550452549338966,2.117156693905648,-1.6,3.04,4.640000000000001,0.399198396793432,-0.2794388777555265,-8.899583363728709e-19,-0.0022463909783481,1.0216561099021848,-0.5152126185589614,0.7165611222444879,0.2794388777555117,0.9526361741519116,5,subdata_15,cycle,0.9959999999999996
segment_10,-7.005697154308615,-10.24,-10.24,4.438881054639933,19.70366501724132,-10.24,-0.48,9.76,0.0636472945892022,-6.219799599197753,-0.017314629258517,-11.128502165372836,0.650529646520773,-1.5663880891326092,0.4932665330661319,1.094733466933869,-5.1326178346271725,5,subdata_15,end,1.588000000000001
segment_1,-2.411609138276553,-0.72,-10.24,4.653394592281502,21.654081231474724,-10.24,3.12,13.36,4.884008016032087,-0.3344288577154182,0.017314629258517,-2.866257327480614,-0.903178654511898,-0.7620498757252241,0.922068136272545,0.2699318637274549,3.714873665567609,5,subdata_16,start,1.192
segment_2,-0.0108710220440875,-0.56,-0.48,1.4558123571792725,2.119389619315869,-1.6,3.04,4.640000000000001,0.400801603206435,-0.2805611222445045,-8.899583363728709e-19,-0.0076863948337553,1.0212480746444994,-0.5133724078071604,0.717434869739479,0.2825651302605212,0.958056072063968,5,subdata_16,cycle,1.0000000000000002
segment_3,-0.0102323046092175,-0.56,-0.4,1.460231479449413,2.1322759735750214,-1.6,3.12,4.720000000000001,0.400801603206435,-0.2805611222445046,0.0,-0.0070463974040256,1.0352401022851607,-0.4803775739416074,0.7254509018036073,0.2745490981963927,0.9577561535897452,5,subdata_16,cycle,1.0
segment_4,-0.0108710220440882,-0.56,-0.4,1.4617771557496566,2.136792453071556,-1.6,3.12,4.720000000000001,0.400801603206435,-0.2805611222444111,-8.899583363728709e-19,-0.0076863948337557,1.0310615115876598,-0.4872102917643741,0.7214428857715429,0.2785571142284571,0.954216087485592,5,subdata_16,cycle,1.0
segment_5,-0.0067193587174358,-0.56,-0.4,1.4597913375273996,2.1309907491200346,-1.6,3.12,4.720000000000001,0.4008016032065682,-0.2805611222444112,-8.899583363728709e-19,-0.0035264115405166,1.031004446687631,-0.485639713465595,0.7254509018036073,0.2745490981963927,0.9535961702965036,5,subdata_16,cycle,1.0
segment_6,-0.0092742284569147,-0.56,-0.4,1.4600847844906228,2.1318475779010284,-1.6,3.12,4.720000000000001,0.4008016032065682,-0.2805611222444111,-8.899583363728709e-19,-0.0060864012594335,1.0319253923194387,-0.4826238158750917,0.7254509018036073,0.2745490981963927,0.9558160810599142,5,subdata_16,cycle,1.0
segment_7,-0.0060806412825659,-0.56,-0.48,1.4625588820197477,2.139078483374854,-1.6,3.12,4.720000000000001,0.4008016032065686,-0.240480961923941,-8.899583363728709e-19,-0.0028864141107875,1.0251604893351132,-0.5032773102673489,0.7214428857715429,0.2785571142284571,0.9551961638708266,5,subdata_16,cycle,1.0
segment_8,-0.0089548697394781,-0.56,-0.4,1.4538337573982043,2.1136325941505816,-1.6,3.04,4.640000000000001,0.400801603206391,-0.2404809619240476,-8.899583363728709e-19,-0.0057664025445673,1.0242721533203156,-0.5098512905472123,0.7174348697394786,0.2825651302605205,0.9484761908586712,5,subdata_16,cycle,0.9999999999999992
segment_10,-4.072553426853707,-1.36,-10.24,5.054183746778165,25.54477334619657,-10.24,3.12,13.36,0.7070140280561854,-7.349579158316073,-0.017314629258517,-7.291381223368583,-0.2842952341774761,-1.6682094645670864,0.7218276553106211,1.0701723446893787,-7.23526262978864,5,subdata_16,end,1.7919999999999998
segment_1,-3.530013627254508,-0.64,-10.24,5.338800341651254,28.502789088015543,-10.24,3.12,13.36,5.202404809619265,-0.2645290581162471,0.017314629258517,-3.877746482945852,-0.3574665103579375,-1.663376550233823,0.8332665330661324,0.2667334669338677,4.787218942895812,5,subdata_17,start,1.1
segment_2,-0.0134101803607213,-0.56,-0.48,1.4508202893492397,2.104879511987411,-1.6,3.04,4.640000000000001,0.3621643286573346,-0.2816833667334514,-8.899583363728709e-19,-0.0102715642105856,1.022514732731954,-0.5066693342703519,0.7243286573146293,0.2796713426853707,0.9561302786735796,5,subdata_17,cycle,1.004
segment_3,-0.0134258917835664,-0.56,-0.56,1.4504933018834103,2.1039308188086387,-1.6,3.04,4.640000000000001,0.4008016032064352,-0.2805611222445044,-1.7799166727457418e-18,-0.0102463845526717,1.0273936921399127,-0.4936656092509328,0.717434869739479,0.282565130260521,0.9481561921438072,5,subdata_17,cycle,1.0
segment_4,-0.0092742284569139,-0.56,-0.56,1.4518557532593637,2.1078851282723146,-1.6,3.04,4.640000000000001,0.3607214428857914,-0.240480961923941,-8.899583363728709e-19,-0.0060864012594328,1.0189365114719555,-0.5136800494389786,0.7214428857715429,0.2785571142284571,0.9516761780073169,5,subdata_17,cycle,1.0
segment_5,-0.0076953907815629,-0.56,-0.48,1.4504077694405195,2.103682697653423,-1.6,3.04,4.640000000000001,0.4391182364729702,-0.2794388777555265,-8.899583363728709e-19,-0.0044863819824016,1.0288008041446444,-0.4938180464506243,0.7165611222444888,0.2794388777555108,0.9459162011397536,5,subdata_17,cycle,0.9959999999999996
segment_6,-0.0076774348697401,-0.56,-0.56,1.4486674775619186,2.098637460545612,-1.6,3.04,4.640000000000001,0.4008016032064794,-0.2404809619238876,-8.899583363728709e-19,-0.0044864076851103,1.0284674078617602,-0.4913625995698876,0.7214428857715429,0.2785571142284571,0.9516560977666756,5,subdata_17,cycle,1.0
segment_7,-0.00831615230461,-0.56,-0.4,1.4496404764589308,2.101457510988076,-1.6,3.12,4.720000000000001,0.4408817635270297,-0.2805611222445355,-8.899583363728709e-19,-0.0051264051148394,1.0351104838511018,-0.4715301714577276,0.7254509018036073,0.2745490981963927,0.9523161754370464,5,subdata_17,cycle,1.0
